GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"Canadian National Railway Police, Nova Scotia [12990]",2011,Total Drug violations [401],0,
"Canadian National Railway Police, Nova Scotia [12990]",2011,"Possession, cocaine [4120]",0,
"Canadian National Railway Police, Nova Scotia [12990]",2011,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",0,
"Canadian National Railway Police, Nova Scotia [12990]",2011,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",0,
"Canadian National Railway Police, Nova Scotia [12990]",2011,"Total cocaine, trafficking, production or distribution [430]",0,
"Canadian National Railway Police, Nova Scotia [12990]",2011,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",0,
Nova Scotia [12],2012,Homicide [110],17,1.8
Nova Scotia [12],2012,Attempted murder [1210],34,3.6
Nova Scotia [12],2012,"Sexual assault, level 3, aggravated [1310]",5,0.53
Nova Scotia [12],2012,"Sexual assault, level 2, weapon or bodily harm [1320]",9,0.95
Nova Scotia [12],2012,"Sexual assault, level 1 [1330]",659,69.84
Nova Scotia [12],2012,Total sexual violations against children [130],72,7.63
Nova Scotia [12],2012,"Assault, level 3, aggravated [1410]",69,7.31
Nova Scotia [12],2012,"Assault, level 2, weapon or bodily harm [1420]",1390,147.3
Nova Scotia [12],2012,"Assault, level 1 [1430]",5284,559.96
Nova Scotia [12],2012,Total robbery [160],443,46.95
Nova Scotia [12],2012,Total breaking and entering [210],4829,511.74
Nova Scotia [12],2012,Total theft of motor vehicle [220],1326,140.52
Nova Scotia [12],2012,Total impaired driving [910],2715,287.72
Nova Scotia [12],2012,Total Drug violations [401],3197,338.8
Nova Scotia [12],2012,"Possession, cocaine [4120]",131,13.88
Nova Scotia [12],2012,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",216,22.89
Nova Scotia [12],2012,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",609,64.54
Nova Scotia [12],2012,"Total cocaine, trafficking, production or distribution [430]",217,23
Nova Scotia [12],2012,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",249,26.39
"Amherst, Nova Scotia, municipal [12001]",2012,Homicide [110],0,0
"Amherst, Nova Scotia, municipal [12001]",2012,Attempted murder [1210],1,10.24
"Amherst, Nova Scotia, municipal [12001]",2012,"Sexual assault, level 3, aggravated [1310]",0,0
"Amherst, Nova Scotia, municipal [12001]",2012,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Amherst, Nova Scotia, municipal [12001]",2012,"Sexual assault, level 1 [1330]",6,61.46
"Amherst, Nova Scotia, municipal [12001]",2012,Total sexual violations against children [130],2,20.49
"Amherst, Nova Scotia, municipal [12001]",2012,"Assault, level 3, aggravated [1410]",3,30.73
"Amherst, Nova Scotia, municipal [12001]",2012,"Assault, level 2, weapon or bodily harm [1420]",18,184.39
"Amherst, Nova Scotia, municipal [12001]",2012,"Assault, level 1 [1430]",128,1311.21
"Amherst, Nova Scotia, municipal [12001]",2012,Total robbery [160],2,20.49
"Amherst, Nova Scotia, municipal [12001]",2012,Total breaking and entering [210],54,553.17
"Amherst, Nova Scotia, municipal [12001]",2012,Total theft of motor vehicle [220],8,81.95
"Amherst, Nova Scotia, municipal [12001]",2012,Total impaired driving [910],32,327.8
"Amherst, Nova Scotia, municipal [12001]",2012,Total Drug violations [401],40,409.75
"Amherst, Nova Scotia, municipal [12001]",2012,"Possession, cocaine [4120]",0,0
"Amherst, Nova Scotia, municipal [12001]",2012,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",4,40.98
"Amherst, Nova Scotia, municipal [12001]",2012,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",13,133.17
"Amherst, Nova Scotia, municipal [12001]",2012,"Total cocaine, trafficking, production or distribution [430]",0,0
"Amherst, Nova Scotia, municipal [12001]",2012,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",5,51.22
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,Homicide [110],0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,Attempted murder [1210],0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Sexual assault, level 3, aggravated [1310]",0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Sexual assault, level 2, weapon or bodily harm [1320]",0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Sexual assault, level 1 [1330]",2,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,Total sexual violations against children [130],0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Assault, level 3, aggravated [1410]",0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Assault, level 2, weapon or bodily harm [1420]",2,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Assault, level 1 [1430]",3,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,Total robbery [160],0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,Total breaking and entering [210],0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,Total theft of motor vehicle [220],1,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,Total impaired driving [910],3,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,Total Drug violations [401],1,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Possession, cocaine [4120]",0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Total cocaine, trafficking, production or distribution [430]",0,
"Annapolis Royal, Nova Scotia, municipal [12002]",2012,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",0,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,Homicide [110],,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,Attempted murder [1210],,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Sexual assault, level 3, aggravated [1310]",,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Sexual assault, level 1 [1330]",,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,Total sexual violations against children [130],,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Assault, level 3, aggravated [1410]",,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Assault, level 2, weapon or bodily harm [1420]",,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Assault, level 1 [1430]",,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,Total robbery [160],,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,Total breaking and entering [210],,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,Total theft of motor vehicle [220],,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,Total impaired driving [910],,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,Total Drug violations [401],,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Possession, cocaine [4120]",,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Total cocaine, trafficking, production or distribution [430]",,
"Halifax County, Nova Scotia, Royal Canadian Mounted Police, rural [12003]",2012,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Berwick, Nova Scotia, municipal [12004]",2012,Homicide [110],,
"Berwick, Nova Scotia, municipal [12004]",2012,Attempted murder [1210],,
"Berwick, Nova Scotia, municipal [12004]",2012,"Sexual assault, level 3, aggravated [1310]",,
"Berwick, Nova Scotia, municipal [12004]",2012,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Berwick, Nova Scotia, municipal [12004]",2012,"Sexual assault, level 1 [1330]",,
"Berwick, Nova Scotia, municipal [12004]",2012,Total sexual violations against children [130],,
"Berwick, Nova Scotia, municipal [12004]",2012,"Assault, level 3, aggravated [1410]",,
"Berwick, Nova Scotia, municipal [12004]",2012,"Assault, level 2, weapon or bodily harm [1420]",,
"Berwick, Nova Scotia, municipal [12004]",2012,"Assault, level 1 [1430]",,
"Berwick, Nova Scotia, municipal [12004]",2012,Total robbery [160],,
"Berwick, Nova Scotia, municipal [12004]",2012,Total breaking and entering [210],,
"Berwick, Nova Scotia, municipal [12004]",2012,Total theft of motor vehicle [220],,
"Berwick, Nova Scotia, municipal [12004]",2012,Total impaired driving [910],,
"Berwick, Nova Scotia, municipal [12004]",2012,Total Drug violations [401],,
"Berwick, Nova Scotia, municipal [12004]",2012,"Possession, cocaine [4120]",,
"Berwick, Nova Scotia, municipal [12004]",2012,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Berwick, Nova Scotia, municipal [12004]",2012,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Berwick, Nova Scotia, municipal [12004]",2012,"Total cocaine, trafficking, production or distribution [430]",,
"Berwick, Nova Scotia, municipal [12004]",2012,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Bridgewater, Nova Scotia, municipal [12006]",2012,Homicide [110],0,0
"Bridgewater, Nova Scotia, municipal [12006]",2012,Attempted murder [1210],0,0
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Sexual assault, level 3, aggravated [1310]",0,0
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Sexual assault, level 1 [1330]",9,107.48
"Bridgewater, Nova Scotia, municipal [12006]",2012,Total sexual violations against children [130],0,0
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Assault, level 3, aggravated [1410]",0,0
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Assault, level 2, weapon or bodily harm [1420]",9,107.48
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Assault, level 1 [1430]",64,764.27
"Bridgewater, Nova Scotia, municipal [12006]",2012,Total robbery [160],7,83.59
"Bridgewater, Nova Scotia, municipal [12006]",2012,Total breaking and entering [210],27,322.43
"Bridgewater, Nova Scotia, municipal [12006]",2012,Total theft of motor vehicle [220],8,95.53
"Bridgewater, Nova Scotia, municipal [12006]",2012,Total impaired driving [910],28,334.37
"Bridgewater, Nova Scotia, municipal [12006]",2012,Total Drug violations [401],44,525.44
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Possession, cocaine [4120]",0,0
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",6,71.65
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",9,107.48
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Total cocaine, trafficking, production or distribution [430]",3,35.83
"Bridgewater, Nova Scotia, municipal [12006]",2012,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",2,23.88
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,Homicide [110],0,0
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,Attempted murder [1210],1,29.32
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Sexual assault, level 3, aggravated [1310]",0,0
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Sexual assault, level 1 [1330]",9,263.85
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,Total sexual violations against children [130],3,87.95
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Assault, level 3, aggravated [1410]",3,87.95
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Assault, level 2, weapon or bodily harm [1420]",26,762.24
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Assault, level 1 [1430]",96,2814.42
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,Total robbery [160],8,234.54
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,Total breaking and entering [210],95,2785.11
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,Total theft of motor vehicle [220],9,263.85
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,Total impaired driving [910],32,938.14
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,Total Drug violations [401],37,1084.73
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Possession, cocaine [4120]",0,0
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",5,146.58
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",12,351.8
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Total cocaine, trafficking, production or distribution [430]",1,29.32
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural [12007]",2012,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",16,469.07
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,Homicide [110],,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,Attempted murder [1210],,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,"Sexual assault, level 3, aggravated [1310]",,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,"Sexual assault, level 1 [1330]",,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,Total sexual violations against children [130],,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,"Assault, level 3, aggravated [1410]",,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,"Assault, level 2, weapon or bodily harm [1420]",,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,"Assault, level 1 [1430]",,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,Total robbery [160],,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,Total breaking and entering [210],,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,Total theft of motor vehicle [220],,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,Total impaired driving [910],,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,Total Drug violations [401],,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,"Possession, cocaine [4120]",,
"Clark's Harbour, Nova Scotia, municipal [12008]",2012,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
