OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
417,GO-20093454028,11/3/2009 5:00:00 AM,2009,November,3,Tuesday,307,D31,Shooting,027,York University Heights (27),027,York University Heights (27),-79.4986848297729,43.7514205799268,-8849753.11401054,5427054.18574596
418,GO-20093586765,11/4/2009 5:00:00 AM,2009,November,4,Wednesday,308,D53,Stabbing,095,Annex (95),095,Annex (95),-79.399134744274,43.6726966144982,-8838671.24912859,5414930.15370373
419,GO-20093593532,11/7/2009 5:00:00 AM,2009,November,7,Saturday,311,D55,Other,068,North Riverdale (68),068,North Riverdale (68),-79.3543254706071,43.6650708074134,-8833683.10367542,5413756.57237357
420,GO-20093411009,11/7/2009 5:00:00 AM,2009,November,7,Saturday,311,D14,Stabbing,079,University (79),079,University (79),-79.407466837145,43.6659082100516,-8839598.77347859,5413885.43807327
421,GO-20093425609,11/11/2009 5:00:00 AM,2009,November,11,Wednesday,315,D13,Shooting,107,Oakwood Village (107),107,Oakwood Village (107),-79.4388895012071,43.6915344765017,-8843096.72843444,5417829.86515472
422,GO-20092776015,11/17/2009 5:00:00 AM,2009,November,17,Tuesday,321,D23,Shooting,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.5506207779614,43.6882250849412,-8855534.59729576,5417320.38465114
423,GO-20093358995,11/22/2009 5:00:00 AM,2009,November,22,Sunday,326,D52,Shooting,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3876948464278,43.6656518047555,-8837397.76550851,5413845.98040518
424,GO-20093577507,11/22/2009 5:00:00 AM,2009,November,22,Sunday,326,D41,Shooting,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2664891292373,43.7689478565079,-8823905.20681083,5429755.67662827
425,GO-20093687835,12/3/2009 5:00:00 AM,2009,December,3,Thursday,337,D31,Shooting,028,Rustic (28),028,Rustic (28),-79.5047096437386,43.7157375464396,-8850423.79323714,5421556.77971172
426,GO-20093574569,12/5/2009 5:00:00 AM,2009,December,5,Saturday,339,D51,Other,074,North St.James Town (74),074,North St.James Town (74),-79.3737671550415,43.6672884064532,-8835847.34203846,5414097.83665394
427,GO-20093567900,12/6/2009 5:00:00 AM,2009,December,6,Sunday,340,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.5680212186116,43.7567969081433,-8857471.60552746,5427882.75862215
428,GO-20093574814,12/7/2009 5:00:00 AM,2009,December,7,Monday,341,D31,Shooting,113,Weston (113),113,Weston (113),-79.5237688498353,43.7023779622595,-8852545.45434399,5419499.41537661
429,GO-20093565736,12/9/2009 5:00:00 AM,2009,December,9,Wednesday,343,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5230268423983,43.7177204477572,-8852462.85439126,5421862.18398649
430,GO-20093391807,12/13/2009 5:00:00 AM,2009,December,13,Sunday,347,D11,Stabbing,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.498601105895,43.6656021473156,-8849743.79389749,5413838.33865137
431,GO-20093591551,12/18/2009 5:00:00 AM,2009,December,18,Friday,352,D52,Other,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3981829372969,43.6582635995207,-8838565.29445801,5412709.09625523
432,GO-20093543317,12/29/2009 5:00:00 AM,2009,December,29,Tuesday,363,D11,Shooting,090,Junction Area (90),090,Junction Area (90),-79.4788793205458,43.6655605593665,-8847548.37483376,5413831.93877589
433,GO-20103593574,1/2/2010 5:00:00 AM,2010,January,2,Saturday,2,D55,Other,068,North Riverdale (68),068,North Riverdale (68),-79.3543254706071,43.6650708074134,-8833683.10367542,5413756.57237357
434,GO-20103566324,1/7/2010 5:00:00 AM,2010,January,7,Thursday,7,D42,Shooting,146,Malvern East (146),132,Malvern (132),-79.2111983852895,43.8118543192951,-8817750.26934317,5436372.22110897
435,GO-20103583884,1/24/2010 5:00:00 AM,2010,January,24,Sunday,24,D14,Other,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3981545346503,43.6502671894395,-8838562.13276184,5411478.78004844
436,GO-20103281627,1/27/2010 5:00:00 AM,2010,January,27,Wednesday,27,D41,Stabbing,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3170656714675,43.7620315223651,-8829535.36171236,5428689.56277436
437,GO-20103367693,2/3/2010 5:00:00 AM,2010,February,3,Wednesday,34,D51,Stabbing,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3743374529688,43.6629221020259,-8835910.82732142,5413425.92215304
438,GO-20103713412,2/7/2010 5:00:00 AM,2010,February,7,Sunday,38,D12,Shooting,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.5025969544093,43.6984105616001,-8850188.60966214,5418888.52751712
439,GO-20103448094,2/8/2010 5:00:00 AM,2010,February,8,Monday,39,D31,Shooting,028,Rustic (28),028,Rustic (28),-79.5047096437386,43.7157375464396,-8850423.79323714,5421556.77971172
440,GO-20103456178,2/14/2010 5:00:00 AM,2010,February,14,Sunday,45,D43,Other,138,Eglinton East (138),138,Eglinton East (138),-79.2379834562182,43.7381261815842,-8820731.96980775,5425005.6389127
441,GO-20103593600,2/15/2010 5:00:00 AM,2010,February,15,Monday,46,D55,Other,070,South Riverdale (70),070,South Riverdale (70),-79.3096981264304,43.6633658920757,-8828715.21035456,5413494.21313654
442,GO-2010357703,3/11/2010 5:00:00 AM,2010,March,11,Thursday,70,D43,Shooting,136,West Hill (136),136,West Hill (136),-79.1994609085625,43.7654416916803,-8816443.65949165,5429215.20575362
443,GO-20103680160,3/13/2010 5:00:00 AM,2010,March,13,Saturday,72,D41,Other,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3133577721091,43.7665438213529,-8829122.60028376,5429385.09412299
444,GO-20103657524,4/4/2010 5:00:00 AM,2010,April,4,Sunday,94,D11,Other,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.4534088155292,43.655039810848,-8844713.01118691,5412213.06904197
445,GO-20103733844,4/28/2010 5:00:00 AM,2010,April,28,Wednesday,118,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.3679272545522,43.6548518939556,-8835197.24734418,5412184.15607716
446,GO-20103427476,5/3/2010 5:00:00 AM,2010,May,3,Monday,123,D13,Shooting,107,Oakwood Village (107),107,Oakwood Village (107),-79.4337501152659,43.6849071958876,-8842524.61460193,5416809.62425293
447,GO-20103662181,5/8/2010 5:00:00 AM,2010,May,8,Saturday,128,D14,Other,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.443437721197,43.6653683194498,-8843603.03396886,5413802.3554907
448,GO-20103709341,5/10/2010 5:00:00 AM,2010,May,10,Monday,130,D42,Stabbing,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.3123016941932,43.7974829033198,-8829005.03821857,5434155.49637948
449,GO-20103577964,5/17/2010 5:00:00 AM,2010,May,17,Monday,137,D12,Shooting,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.4703660893965,43.6912238838035,-8846600.68618251,5417782.04820404
450,GO-20103801763,5/25/2010 5:00:00 AM,2010,May,25,Tuesday,145,D43,Other,135,Morningside (135),135,Morningside (135),-79.2067756249968,43.7667949964006,-8817257.92995207,5429423.81208965
451,GO-20103568162,5/29/2010 5:00:00 AM,2010,May,29,Saturday,149,D11,Stabbing,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.4745458158558,43.6399609236976,-8847065.97126381,5409893.31463782
452,GO-20103795155,5/29/2010 5:00:00 AM,2010,May,29,Saturday,149,D31,Other,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5132098896586,43.7393845436018,-8851370.03629348,5425199.5216569
453,GO-20103746928,5/31/2010 5:00:00 AM,2010,May,31,Monday,151,D12,Other,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.5028788512612,43.6995486594179,-8850219.99029263,5419063.76400351
454,GO-20103844704,6/12/2010 5:00:00 AM,2010,June,12,Saturday,163,D13,Stabbing,096,Casa Loma (96),096,Casa Loma (96),-79.4158392378859,43.6800436231643,-8840530.78489463,5416060.97018595
455,GO-20103711024,6/12/2010 5:00:00 AM,2010,June,12,Saturday,163,D22,Other,018,New Toronto (18),018,New Toronto (18),-79.511837678706,43.5993227172547,-8851217.2824637,5403644.38036676
456,GO-20103786264,6/29/2010 5:00:00 AM,2010,June,29,Tuesday,180,D23,Stabbing,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.5586388586282,43.6942459837147,-8856427.16598983,5418247.32228772
457,GO-20103773164,6/30/2010 5:00:00 AM,2010,June,30,Wednesday,181,D12,Stabbing,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.5059308940438,43.676097619766,-8850559.74216527,5415453.60306766
458,GO-20103771858,7/2/2010 5:00:00 AM,2010,July,2,Friday,183,D53,Stabbing,095,Annex (95),095,Annex (95),-79.4020055402277,43.6683891109392,-8838990.82467748,5414267.22782092
459,GO-20103776066,7/2/2010 5:00:00 AM,2010,July,2,Friday,183,D31,Shooting,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4864081970644,43.7447956225057,-8848386.48547632,5426033.28275369
460,GO-20103757791,7/6/2010 5:00:00 AM,2010,July,6,Tuesday,187,D41,Shooting,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.26665334024,43.7558948657419,-8823923.48669573,5427743.73520769
461,GO-20102896399,7/9/2010 5:00:00 AM,2010,July,9,Friday,190,D41,Other,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3084499710503,43.7387938353503,-8828576.26637553,5425108.5073697
462,GO-20103360930,7/10/2010 5:00:00 AM,2010,July,10,Saturday,191,D52,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3978874354924,43.6522591919244,-8838532.39932585,5411785.25142124
463,GO-20103587228,7/13/2010 5:00:00 AM,2010,July,13,Tuesday,194,D54,Shooting,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.3296419327201,43.715307564441,-8830935.34479428,5421490.55571426
464,GO-20103831826,7/14/2010 5:00:00 AM,2010,July,14,Wednesday,195,D41,Stabbing,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2467470734873,43.7552589776689,-8821707.5311897,5427645.73291405
465,GO-20103686077,7/16/2010 5:00:00 AM,2010,July,16,Friday,197,D42,Shooting,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.2591058288332,43.7874020651242,-8823083.30161446,5432600.89168706
466,GO-20103520868,7/30/2010 5:00:00 AM,2010,July,30,Friday,211,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5068575919572,43.7403186417493,-8850662.90171475,5425343.44590082
467,GO-20103804848,7/30/2010 5:00:00 AM,2010,July,30,Friday,211,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6115127810624,43.7321132135113,-8862313.06406311,5424079.24415818
468,GO-20103883110,7/31/2010 5:00:00 AM,2010,July,31,Saturday,212,D54,Stabbing,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.3349477263428,43.7187265523928,-8831525.98296929,5422017.14682696
469,GO-20103561930,8/8/2010 5:00:00 AM,2010,August,8,Sunday,220,D51,Other,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3686208577637,43.6658735049772,-8835274.45887695,5413880.09737828
470,GO-20103436989,8/14/2010 5:00:00 AM,2010,August,14,Saturday,226,D22,Shooting,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5307885955331,43.6446500736934,-8853326.88889421,5410614.63681859
471,GO-20103577793,8/14/2010 5:00:00 AM,2010,August,14,Saturday,226,D51,Shooting,074,North St.James Town (74),074,North St.James Town (74),-79.3757527552695,43.6696619087656,-8836068.37801938,5414463.106827
472,GO-20103773675,8/24/2010 5:00:00 AM,2010,August,24,Tuesday,236,D32,Shooting,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.4396163587477,43.7243040563148,-8843177.64189688,5422876.25617435
473,GO-20103412926,8/27/2010 5:00:00 AM,2010,August,27,Friday,239,D14,Stabbing,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4401769199398,43.6514309016255,-8843240.04326196,5411657.81705861
474,GO-20103793509,8/29/2010 5:00:00 AM,2010,August,29,Sunday,241,D51,Other,090,Junction Area (90),090,Junction Area (90),-79.473562723309,43.666326660474,-8846956.53385165,5413949.83289406
475,GO-2018104863,9/6/2010 5:00:00 AM,2010,September,6,Monday,249,D52,Other,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3413403236696,43.7079519789942,-8832237.6037235,5420357.75340513
476,GO-20103528531,9/10/2010 5:00:00 AM,2010,September,10,Friday,253,D43,Shooting,142,Woburn North (142),137,Woburn (137),-79.2320337510839,43.7593321988488,-8820069.65167678,5428273.51086579
477,GO-20103836758,9/12/2010 5:00:00 AM,2010,September,12,Sunday,255,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.5188114129956,43.7619125867231,-8851993.59498151,5428671.23069597
478,GO-20103912797,9/12/2010 5:00:00 AM,2010,September,12,Sunday,255,D12,Other,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.4901520660717,43.6964369699852,-8848803.251067,5418584.65504065
479,GO-20103905801,9/25/2010 5:00:00 AM,2010,September,25,Saturday,268,D23,Stabbing,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.5131334805071,43.6868430905294,-8851361.53048251,5417107.6351601
480,GO-20103708472,9/29/2010 5:00:00 AM,2010,September,29,Wednesday,272,D12,Shooting,113,Weston (113),113,Weston (113),-79.5113086556678,43.6983790655589,-8851158.39189272,5418883.67802314
481,GO-20103708472,9/29/2010 5:00:00 AM,2010,September,29,Wednesday,272,D12,Shooting,113,Weston (113),113,Weston (113),-79.5113086556678,43.6983790655589,-8851158.39189272,5418883.67802314
482,GO-20103834477,10/4/2010 5:00:00 AM,2010,October,4,Monday,277,D14,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.4333018222314,43.6337320785132,-8842474.71085345,5408935.23143316
483,GO-20103633942,10/4/2010 5:00:00 AM,2010,October,4,Monday,277,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.5154576133408,43.7578820850479,-8851620.25167328,5428050.00972241
484,GO-20103561941,10/9/2010 5:00:00 AM,2010,October,9,Saturday,282,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.359077162893,43.6603445994483,-8834212.05960926,5413029.30261272
485,GO-20103561941,10/9/2010 5:00:00 AM,2010,October,9,Saturday,282,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.359077162893,43.6603445994483,-8834212.05960926,5413029.30261272
486,GO-20103520082,10/17/2010 5:00:00 AM,2010,October,17,Sunday,290,D41,Shooting,121,Oakridge (121),121,Oakridge (121),-79.277008376877,43.7024143143027,-8825076.20414172,5419505.01293091
487,GO-20103772354,10/25/2010 5:00:00 AM,2010,October,25,Monday,298,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.3619995594235,43.657610296714,-8834537.37924388,5412608.5738567
488,GO-20103355708,10/27/2010 5:00:00 AM,2010,October,27,Wednesday,300,D55,Stabbing,070,South Riverdale (70),070,South Riverdale (70),-79.3537351702637,43.6636702057171,-8833617.39166868,5413541.04166318
489,GO-20103911901,11/17/2010 5:00:00 AM,2010,November,17,Wednesday,321,D32,Shooting,037,Willowdale West (37),037,Willowdale West (37),-79.4145964643991,43.7716951914715,-8840392.43992578,5430179.1968087
490,GO-20103929126,11/20/2010 5:00:00 AM,2010,November,20,Saturday,324,D33,Shooting,047,Don Valley Village (47),047,Don Valley Village (47),-79.3530156376861,43.787344628236,-8833537.29373283,5432592.03485823
491,GO-20103988019,11/22/2010 5:00:00 AM,2010,November,22,Monday,326,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5033842941023,43.7410719421025,-8850276.25595002,5425459.51472952
492,GO-20103904746,11/24/2010 5:00:00 AM,2010,November,24,Wednesday,328,D43,Shooting,142,Woburn North (142),137,Woburn (137),-79.2291190815568,43.7610060063712,-8819745.19220787,5428531.49578595
493,GO-20103845292,11/27/2010 5:00:00 AM,2010,November,27,Saturday,331,D52,Other,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3917703370827,43.6447300838337,-8837851.44709136,5410626.94507884
494,GO-20103878370,11/29/2010 5:00:00 AM,2010,November,29,Monday,333,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.3581436642048,43.6611945003632,-8834108.14297592,5413160.08131368
495,GO-20104003542,12/2/2010 5:00:00 AM,2010,December,2,Thursday,336,D55,Other,062,East End-Danforth (62),062,East End-Danforth (62),-79.3001578511043,43.6839704299225,-8827653.19179953,5416665.42231986
496,GO-20104016091,12/25/2010 5:00:00 AM,2010,December,25,Saturday,359,D12,Shooting,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.488368707015,43.6713892364096,-8848604.72845122,5414728.94284519
497,GO-2018104863,12/29/2010 5:00:00 AM,2010,December,29,Wednesday,363,D52,Other,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3413403236696,43.7079519789942,-8832237.6037235,5420357.75340513
498,GO-20113922539,1/1/2011 5:00:00 AM,2011,January,1,Saturday,1,D14,Stabbing,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3996523335368,43.6480768871805,-8838728.86698383,5411141.81193662
499,GO-20112885827,1/5/2011 5:00:00 AM,2011,January,5,Wednesday,5,D41,Shooting,125,Ionview (125),125,Ionview (125),-79.2789230994044,43.7328876662652,-8825289.35001977,5424198.55576783
500,GO-20113737551,1/6/2011 5:00:00 AM,2011,January,6,Thursday,6,D43,Other,136,West Hill (136),136,West Hill (136),-79.194667304213,43.761980293098,-8815910.03782399,5428681.66657413
501,GO-20114040426,1/12/2011 5:00:00 AM,2011,January,12,Wednesday,12,D53,Other,095,Annex (95),095,Annex (95),-79.3965767464239,43.6747000165399,-8838386.49409378,5415238.49418135
502,GO-20114033175,1/13/2011 5:00:00 AM,2011,January,13,Thursday,13,D13,Other,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.437538583356,43.7048507606635,-8842946.34493058,5419880.18969368
503,GO-20113832781,1/23/2011 5:00:00 AM,2011,January,23,Sunday,23,D51,Other,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3783339514245,43.6662819053856,-8836355.71544373,5413942.94557378
504,GO-20113966773,2/1/2011 5:00:00 AM,2011,February,1,Tuesday,32,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.549065492577,43.750643884213,-8855361.46376152,5426934.49138279
505,GO-20113530271,2/5/2011 5:00:00 AM,2011,February,5,Saturday,36,D31,Stabbing,027,York University Heights (27),027,York University Heights (27),-79.4875597251812,43.7496091628881,-8848514.67298692,5426775.03594983
506,GO-20113948450,2/11/2011 5:00:00 AM,2011,February,11,Friday,42,D43,Shooting,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.2211914593499,43.7596000023909,-8818862.69325231,5428314.78702475
507,GO-20114017505,2/11/2011 5:00:00 AM,2011,February,11,Friday,42,D12,Shooting,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.4832739786703,43.6934246812123,-8848037.58592453,5418120.87444933
508,GO-20114017400,2/16/2011 5:00:00 AM,2011,February,16,Wednesday,47,D12,Shooting,113,Weston (113),113,Weston (113),-79.5094489583078,43.6973168664435,-8850951.37125833,5418720.13073072
509,GO-201139593058,2/19/2011 5:00:00 AM,2011,February,19,Saturday,50,D42,Other,146,Malvern East (146),132,Malvern (132),-79.230390476922,43.7919098901904,-8819886.72325187,5433296.02825733
510,GO-20113996966,2/26/2011 5:00:00 AM,2011,February,26,Saturday,57,D42,Shooting,146,Malvern East (146),132,Malvern (132),-79.2175621675789,43.7981391924378,-8818458.68242625,5434256.71431586
511,GO-20114010034,3/2/2011 5:00:00 AM,2011,March,2,Wednesday,61,D11,Shooting,114,Lambton Baby Point (114),114,Lambton Baby Point (114),-79.5014799029935,43.6648899404198,-8850064.26011363,5413728.73947253
512,GO-20114029641,3/3/2011 5:00:00 AM,2011,March,3,Thursday,62,D14,Other,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4278483270096,43.6672168156034,-8841867.630567,5414086.81953743
513,GO-20113973677,3/20/2011 5:00:00 AM,2011,March,20,Sunday,79,D23,Shooting,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.5521509563583,43.695789676787,-8855704.93593154,5418484.99400213
514,GO-20113914456,3/21/2011 5:00:00 AM,2011,March,21,Monday,80,D11,Other,085,South Parkdale (85),085,South Parkdale (85),-79.4372526209145,43.6369257840884,-8842914.51178635,5409426.455383
515,GO-20113981811,3/28/2011 5:00:00 AM,2011,March,28,Monday,87,D41,Shooting,138,Eglinton East (138),138,Eglinton East (138),-79.2556178287911,43.7350952823772,-8822695.01923057,5424538.66822978
516,GO-20113736070,3/28/2011 5:00:00 AM,2011,March,28,Monday,87,D55,Shooting,063,The Beaches (63),063,The Beaches (63),-79.3126071264901,43.6672114941782,-8829039.03875328,5414086.0005256
517,GO-20113942884,4/6/2011 5:00:00 AM,2011,April,6,Wednesday,96,D54,Other,066,Danforth (66),066,Danforth (66),-79.3249444337722,43.6865912135434,-8830412.4215976,5417068.86077052
518,GO-20113985830,4/15/2011 5:00:00 AM,2011,April,15,Friday,105,D31,Other,027,York University Heights (27),027,York University Heights (27),-79.5026718095656,43.7653822763868,-8850196.94259394,5429206.04712576
519,GO-20113832638,4/30/2011 5:00:00 AM,2011,April,30,Saturday,120,D23,Shooting,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),-79.5597516349048,43.713413355626,-8856551.03964751,5421198.82351803
520,GO-20113985926,5/26/2011 5:00:00 AM,2011,May,26,Thursday,146,D42,Shooting,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.3314122656217,43.7931089671905,-8831132.41736238,5433480.94272695
521,GO-20114047557,5/29/2011 5:00:00 AM,2011,May,29,Sunday,149,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5933505642914,43.738775373382,-8860291.25531499,5425105.66282657
522,GO-20113582659,6/16/2011 5:00:00 AM,2011,June,16,Thursday,167,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5164797123403,43.7525040814841,-8851734.03121351,5427221.16353093
523,GO-20114071110,7/1/2011 5:00:00 AM,2011,July,1,Friday,182,D33,Stabbing,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3043878644161,43.728905547643,-8828124.07469274,5423585.08949041
524,GO-20113984179,7/22/2011 5:00:00 AM,2011,July,22,Friday,203,D43,Stabbing,139,Scarborough Village (139),139,Scarborough Village (139),-79.2220962800015,43.742479984694,-8818963.41746529,5425676.47059271
525,GO-20113794249,7/29/2011 5:00:00 AM,2011,July,29,Friday,210,D12,Other,115,Mount Dennis (115),115,Mount Dennis (115),-79.493133681487,43.6883009843648,-8849135.16293054,5417332.06897818
526,GO-20113429437,7/29/2011 5:00:00 AM,2011,July,29,Friday,210,D22,Shooting,158,Islington (158),014,Islington-City Centre West (14),-79.5632200772619,43.6526475149495,-8856937.1448448,5411844.99643234
527,GO-20114119820,7/31/2011 5:00:00 AM,2011,July,31,Sunday,212,D12,Shooting,115,Mount Dennis (115),115,Mount Dennis (115),-79.5072594748955,43.6914843770683,-8850707.63912567,5417822.15205613
528,GO-20113443263,8/10/2011 5:00:00 AM,2011,August,10,Wednesday,222,D31,Stabbing,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4836777436211,43.7262896468864,-8848082.53283873,5423182.11834274
529,GO-20114082526,8/20/2011 5:00:00 AM,2011,August,20,Saturday,232,D31,Shooting,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4942309949615,43.7431036308142,-8849257.31536626,5425772.56563535
530,GO-20114131492,8/23/2011 5:00:00 AM,2011,August,23,Tuesday,235,D32,Shooting,033,Clanton Park (33),033,Clanton Park (33),-79.436398415452,43.741213663425,-8842819.4220094,5425481.35133303
531,GO-20113721549,8/27/2011 5:00:00 AM,2011,August,27,Saturday,239,D11,Shooting,114,Lambton Baby Point (114),114,Lambton Baby Point (114),-79.5014799029935,43.6648899404198,-8850064.26011363,5413728.73947253
532,GO-20114137445,9/11/2011 5:00:00 AM,2011,September,11,Sunday,254,D43,Other,142,Woburn North (142),137,Woburn (137),-79.2498298726944,43.7725384763214,-8822050.70691592,5430309.19881659
533,GO-20113156934,9/17/2011 5:00:00 AM,2011,September,17,Saturday,260,D41,Shooting,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.268287587861,43.7073907138061,-8824105.41035092,5420271.32108229
534,GO-20114136529,10/2/2011 5:00:00 AM,2011,October,2,Sunday,275,D14,Shooting,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4159221280246,43.6471805907352,-8840540.01216722,5411003.92437103
535,GO-20113405116,10/7/2011 5:00:00 AM,2011,October,7,Friday,280,D14,Other,084,Little Portugal (84),084,Little Portugal (84),-79.4228296257221,43.6412456850773,-8841308.95132724,5410090.94114787
536,GO-20113887747,10/9/2011 5:00:00 AM,2011,October,9,Sunday,282,D54,Shooting,043,Victoria Village (43),043,Victoria Village (43),-79.2992901630552,43.7166685729135,-8827556.6012132,5421700.17415585
537,GO-20114156058,10/14/2011 5:00:00 AM,2011,October,14,Friday,287,D54,Shooting,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.3006179542788,43.6944140148806,-8827704.4102312,5418273.1925597
538,GO-20114244358,10/15/2011 5:00:00 AM,2011,October,15,Saturday,288,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.5098431192409,43.7634269884151,-8850995.24906014,5428904.65602608
539,GO-20114140412,10/17/2011 5:00:00 AM,2011,October,17,Monday,290,D41,Other,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2633601974132,43.7125559076304,-8823556.89569386,5421066.76861942
540,GO-20114219112,10/21/2011 5:00:00 AM,2011,October,21,Friday,294,D22,Shooting,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),-79.5761469863698,43.6485126257786,-8858376.16177221,5411208.84744291
541,GO-20114188550,10/28/2011 5:00:00 AM,2011,October,28,Friday,301,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5085819556508,43.7300469720647,-8850854.85703717,5423760.92770678
542,GO-20114187348,11/29/2011 5:00:00 AM,2011,November,29,Tuesday,333,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.3229995977349,43.6524055387432,-8830195.9234444,5411807.76743374
543,GO-20114253053,12/2/2011 5:00:00 AM,2011,December,2,Friday,336,D32,Stabbing,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.4074560615529,43.7824980991683,-8839597.57401108,5431844.72707585
544,GO-20114136582,12/2/2011 5:00:00 AM,2011,December,2,Friday,336,D12,Other,028,Rustic (28),028,Rustic (28),-79.5037893471226,43.7028788545426,-8850321.34624372,5419576.54419025
545,GO-20113034132,12/3/2011 5:00:00 AM,2011,December,3,Saturday,337,D32,Stabbing,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4238109587711,43.7393935767728,-8841418.1928171,5425200.91343554
